No,Rank,Gender,Flavor,Juiciness,Tenderness,Umami,Palability,Marbling,Color,Texture,Surface Moisture,Total,Name,2,3,1+,1++
73329,1+,female,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_073329.jpg,0,0,1,0
73331,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073331.jpg,0,0,1,0
73332,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073332.jpg,0,0,1,0
73334,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_073334.jpg,0,0,1,0
73339,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073339.jpg,0,0,1,0
73341,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_073341.jpg,0,0,1,0
73342,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_073342.jpg,0,0,1,0
73344,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073344.jpg,0,0,1,0
73349,1+,steer,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_073349.jpg,0,0,1,0
73353,1+,steer,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073353.jpg,0,0,1,0
73358,1+,steer,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_073358.jpg,0,0,1,0
73373,1+,steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_073373.jpg,0,0,1,0
73415,1+,steer,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_073415.jpg,0,0,1,0
73423,1+,steer,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_073423.jpg,0,0,1,0
73424,1+,female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073424.jpg,0,0,1,0
73425,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_073425.jpg,0,0,1,0
73437,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073437.jpg,0,0,1,0
73468,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073468.jpg,0,0,1,0
73472,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_073472.jpg,0,0,1,0
73483,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_073483.jpg,0,0,1,0
73494,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073494.jpg,0,0,1,0
73538,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073538.jpg,0,0,1,0
73539,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073539.jpg,0,0,1,0
73547,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073547.jpg,0,0,1,0
73558,1+,steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_073558.jpg,0,0,1,0
73560,1+,steer,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_073560.jpg,0,0,1,0
73564,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_073564.jpg,0,0,1,0
73570,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_073570.jpg,0,0,1,0
73575,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073575.jpg,0,0,1,0
73583,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073583.jpg,0,0,1,0
73595,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_073595.jpg,0,0,1,0
73610,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_073610.jpg,0,0,1,0
73623,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_073623.jpg,0,0,1,0
73628,1+,steer,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_073628.jpg,0,0,1,0
73635,1+,steer,4.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_073635.jpg,0,0,1,0
73651,1+,female,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_073651.jpg,0,0,1,0
73652,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_073652.jpg,0,0,1,0
73656,1+,steer,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_073656.jpg,0,0,1,0
73665,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_073665.jpg,0,0,1,0
73729,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073729.jpg,0,0,1,0
73735,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073735.jpg,0,0,1,0
73755,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_073755.jpg,0,0,1,0
73774,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073774.jpg,0,0,1,0
73793,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_073793.jpg,0,0,1,0
73795,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_073795.jpg,0,0,1,0
73796,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_073796.jpg,0,0,1,0
73798,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_073798.jpg,0,0,1,0
73808,1+,steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_073808.jpg,0,0,1,0
69475,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_069475.jpg,1,0,0,0
69513,2,Female,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_069513.jpg,1,0,0,0
69532,2,Steer,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_069532.jpg,1,0,0,0
69582,2,Steer,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_069582.jpg,1,0,0,0
69610,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_069610.jpg,1,0,0,0
69614,2,Steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_069614.jpg,1,0,0,0
69616,2,Female,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_069616.jpg,1,0,0,0
69622,2,Female,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_069622.jpg,1,0,0,0
69627,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_069627.jpg,1,0,0,0
69657,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_069657.jpg,1,0,0,0
69662,2,Steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_069662.jpg,1,0,0,0
69673,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_069673.jpg,1,0,0,0
69674,2,Steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_069674.jpg,1,0,0,0
69675,2,Steer,5.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,QC_cow_segmentation_2_069675.jpg,1,0,0,0
69702,2,Steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_069702.jpg,1,0,0,0
69734,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_069734.jpg,1,0,0,0
69745,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_069745.jpg,1,0,0,0
69796,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_069796.jpg,1,0,0,0
69810,2,Female,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_069810.jpg,1,0,0,0
69812,2,Female,2.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_069812.jpg,1,0,0,0
69821,2,Steer,4.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,QC_cow_segmentation_2_069821.jpg,1,0,0,0
69831,2,Steer,4.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_069831.jpg,1,0,0,0
69834,2,Female,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_069834.jpg,1,0,0,0
69837,2,Steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_069837.jpg,1,0,0,0
69843,2,Steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_069843.jpg,1,0,0,0
69849,2,Female,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_069849.jpg,1,0,0,0
69851,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_069851.jpg,1,0,0,0
69899,2,Female,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_069899.jpg,1,0,0,0
69907,2,Female,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_069907.jpg,1,0,0,0
69922,2,Female,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_069922.jpg,1,0,0,0
69923,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_069923.jpg,1,0,0,0
69924,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_069924.jpg,1,0,0,0
69945,2,Female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_069945.jpg,1,0,0,0
69950,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_069950.jpg,1,0,0,0
69972,2,Steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_069972.jpg,1,0,0,0
69990,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_069990.jpg,1,0,0,0
70007,2,Steer,3.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,QC_cow_segmentation_2_070007.jpg,1,0,0,0
70009,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_070009.jpg,1,0,0,0
70037,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_070037.jpg,1,0,0,0
70052,2,Female,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070052.jpg,1,0,0,0
70059,2,Female,4.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,QC_cow_segmentation_2_070059.jpg,1,0,0,0
70070,2,Steer,2.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_070070.jpg,1,0,0,0
70076,2,Steer,2.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,5.0,5.0,QC_cow_segmentation_2_070076.jpg,1,0,0,0
70077,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_070077.jpg,1,0,0,0
70078,2,Steer,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_070078.jpg,1,0,0,0
70084,2,Steer,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_070084.jpg,1,0,0,0
70090,2,Steer,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_070090.jpg,1,0,0,0
70092,2,Female,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_070092.jpg,1,0,0,0
70096,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_070096.jpg,1,0,0,0
70118,2,Female,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_070118.jpg,1,0,0,0
70139,2,Steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070139.jpg,1,0,0,0
70171,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_070171.jpg,1,0,0,0
70187,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_070187.jpg,1,0,0,0
70198,2,Steer,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,QC_cow_segmentation_2_070198.jpg,1,0,0,0
70240,2,Female,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_070240.jpg,1,0,0,0
70269,2,Female,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_070269.jpg,1,0,0,0
70297,2,Female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070297.jpg,1,0,0,0
70298,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070298.jpg,1,0,0,0
70319,2,Female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070319.jpg,1,0,0,0
70325,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070325.jpg,1,0,0,0
70342,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_070342.jpg,1,0,0,0
70372,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070372.jpg,1,0,0,0
70374,2,Steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_070374.jpg,1,0,0,0
70400,2,Steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_070400.jpg,1,0,0,0
70459,2,Steer,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_070459.jpg,1,0,0,0
70468,2,Steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_070468.jpg,1,0,0,0
70497,2,Steer,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_070497.jpg,1,0,0,0
70531,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070531.jpg,1,0,0,0
70542,2,Steer,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_070542.jpg,1,0,0,0
70607,2,Female,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_070607.jpg,1,0,0,0
70686,2,Female,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_070686.jpg,1,0,0,0
70709,2,Steer,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,QC_cow_segmentation_2_070709.jpg,1,0,0,0
70724,2,Female,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_070724.jpg,1,0,0,0
70730,2,Steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_070730.jpg,1,0,0,0
70756,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_070756.jpg,1,0,0,0
70757,2,Steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_070757.jpg,1,0,0,0
70794,2,Steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_070794.jpg,1,0,0,0
70800,2,Steer,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_070800.jpg,1,0,0,0
70823,2,Female,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_070823.jpg,1,0,0,0
70825,2,Steer,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,QC_cow_segmentation_2_070825.jpg,1,0,0,0
70830,2,Female,5.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,QC_cow_segmentation_2_070830.jpg,1,0,0,0
70855,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_070855.jpg,1,0,0,0
70875,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070875.jpg,1,0,0,0
70876,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_070876.jpg,1,0,0,0
70894,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_070894.jpg,1,0,0,0
70895,2,Steer,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,QC_cow_segmentation_2_070895.jpg,1,0,0,0
70924,2,Female,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,QC_cow_segmentation_2_070924.jpg,1,0,0,0
70941,2,Female,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_070941.jpg,1,0,0,0
70943,2,Steer,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,QC_cow_segmentation_2_070943.jpg,1,0,0,0
70959,2,Steer,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_070959.jpg,1,0,0,0
70965,2,Female,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_070965.jpg,1,0,0,0
70976,2,Steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_070976.jpg,1,0,0,0
71021,2,Female,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_071021.jpg,1,0,0,0
71030,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_071030.jpg,1,0,0,0
71087,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_071087.jpg,1,0,0,0
71103,2,Female,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_071103.jpg,1,0,0,0
71124,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_071124.jpg,1,0,0,0
71125,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_071125.jpg,1,0,0,0
71146,2,Steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_071146.jpg,1,0,0,0
71149,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_071149.jpg,1,0,0,0
71194,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_071194.jpg,1,0,0,0
71199,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_071199.jpg,1,0,0,0
71204,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_071204.jpg,1,0,0,0
71226,2,Female,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_071226.jpg,1,0,0,0
71227,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_071227.jpg,1,0,0,0
71240,2,Steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_071240.jpg,1,0,0,0
71254,2,Female,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_071254.jpg,1,0,0,0
71281,2,Steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_071281.jpg,1,0,0,0
71301,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_071301.jpg,1,0,0,0
71304,2,Steer,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,QC_cow_segmentation_2_071304.jpg,1,0,0,0
71361,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_071361.jpg,1,0,0,0
71366,2,Female,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_071366.jpg,1,0,0,0
71370,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_071370.jpg,1,0,0,0
71378,2,Female,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_2_071378.jpg,1,0,0,0
71384,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_071384.jpg,1,0,0,0
71400,2,Steer,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,QC_cow_segmentation_2_071400.jpg,1,0,0,0
71412,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_071412.jpg,1,0,0,0
71452,2,Female,4.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_2_071452.jpg,1,0,0,0
71518,2,Steer,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_071518.jpg,1,0,0,0
71535,2,Steer,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_2_071535.jpg,1,0,0,0
71540,2,Steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_071540.jpg,1,0,0,0
71543,2,Steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_2_071543.jpg,1,0,0,0
71596,2,Steer,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,QC_cow_segmentation_2_071596.jpg,1,0,0,0
71625,2,Female,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_071625.jpg,1,0,0,0
71626,2,Steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_2_071626.jpg,1,0,0,0
71651,2,Steer,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_2_071651.jpg,1,0,0,0
71655,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_071655.jpg,1,0,0,0
71669,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_2_071669.jpg,1,0,0,0
71676,2,Steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_071676.jpg,1,0,0,0
71684,2,Female,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_2_071684.jpg,1,0,0,0
71690,2,Steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_2_071690.jpg,1,0,0,0
71706,2,Female,2.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,QC_cow_segmentation_2_071706.jpg,1,0,0,0
